fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.521579613789666,0.939332219612276,-1.36502662973892,-0.466421415852694,-0.231394858782313,-0.450467017568152,-0.363610098013186,0.555854379534987,1.27069494699778,-0.573657827833694,-0.963381813163268,0,-1.73561798523658
-0.292593441882008,1.9418128237363,-1.36502662973892,0.0500601768727098,0.234246555985617,0.915919716414516,0.643476533184035,0.0361645895825285,-0.708927549351688,0.130881101837416,-0.593601073549808,0,-1.73346185603355
-0.292593441882008,1.27349242098695,-1.16156761718215,-0.171289077152463,0.10725344286709,-0.0600708078588181,0.246745436045736,0.140102547573009,-0.325774808122761,-0.0452536305803621,-0.593601073549808,0,-1.73130572683052
1.65378901933309,-1.39978919001045,1.48339954605585,-0.466421415852694,-0.252560377635401,0.135127296995849,0.429852096263413,0.659792337525467,-0.964362710170974,-0.45623467288851,-0.593601073549808,1,-1.72914959762749
-0.521579613789666,0.939332219612276,-1.36502662973892,-0.466421415852694,-0.231394858782313,-0.450467017568152,-0.363610098013186,0.555854379534987,1.27069494699778,-0.573657827833694,-0.963381813163268,0,-1.72699346842446
-0.521579613789666,0.71655875202916,-1.36502662973892,-0.540204500527752,-0.252560377635401,-0.255268912713485,-0.180503437795509,0.555854379534987,1.27069494699778,-0.573657827833694,-0.963381813163268,0,-1.72483733922143
-0.235346898905093,0.382398550654484,-1.05983811090377,-0.687770669877867,-0.379553490753927,-0.0600708078588181,0.399334319560467,-0.17171132639849,-0.0703396473034747,-1.16077360255962,-0.963381813163268,0,-1.72268121001839
-0.578826156766581,0.66086538513338,-1.36502662973892,-0.982903008578098,-0.464215566166278,-0.0600708078588181,-0.760341195151485,-1.10715294831287,0.504389464539921,-1.10206202508703,-0.408710703743078,1,-1.72052508081536
-0.292593441882008,0.271011816862925,-1.26329712346054,-0.392638331177636,-0.294891415341576,-0.645665122422819,-0.851894525260323,0.0361645895825285,0.312813093925455,-0.514946250361102,-0.870936628259904,1,-1.71836895161233
-0.922305414628068,0.271011816862925,-0.958108604625381,-0.540204500527752,0.213081037132527,-0.0600708078588181,0.582440979778143,-0.43155622137469,-0.198057227713118,-0.691080982778879,-1.14827218297,0,-1.71405669320627
-1.55201738737413,0.465938600998153,-1.36502662973892,-0.687770669877867,0.043756886307827,0.0375282445685154,0.399334319560467,-1.26305988529865,1.71770647843153,-0.808504137724064,-0.501155888646443,0,-1.7097444348002
-0.292593441882008,0.438091917550263,0.110051211297657,-0.687770669877867,0.57289485763502,-0.645665122422819,-0.516198981527916,0.347978463553969,-0.325774808122761,5.29749991942555,-1.24071736787336,0,-1.70758830559717
0.108132358956394,-1.39978919001045,1.48339954605585,-0.540204500527752,0.10725344286709,1.89191024068785,1.74211649449009,0.0881335685777686,-0.0703396473034747,0.541862144145563,0.0535152207737473,1,-1.70111991798808
-0.235346898905093,-1.17701572242733,1.22907578035989,-0.540204500527752,5.37746763728593,0.135127296995849,0.307780989451628,0.0881335685777686,-1.73066819262883,2.47934420074112,-1.14827218297,1,-1.69465153037898
-0.407086527835837,-0.78716215415688,0.211780717576042,-0.171289077152463,-0.104401745663789,0.72072161155985,0.76554763999582,0.763730295515948,1.3345537372026,-0.0452536305803621,-0.686046258453174,0,-1.69033927197292
-0.235346898905093,-0.564388686573763,-0.296866813815881,-0.687770669877867,0.403570706810318,-0.548066069995485,-0.272056767904348,-0.0677733684079517,-0.900503919966154,1.48124738370704,-0.870936628259904,0,-1.68818314276989
0.108132358956394,-0.230228485199087,-0.805514345207804,-0.171289077152463,-0.0620707079576113,-0.645665122422819,0.643476533184035,0.0361645895825285,-0.900503919966154,-0.749792560251472,-0.963381813163268,0,-1.68602701356685
